StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Post Harvest Preservation,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. తుంపర్లు పడే అవకాశం ఉంది,2025-06-01T16:41:21.59,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.,2025-06-02T08:46:09.85,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-02T11:44:28.62,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో  వాతావరణం  మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-02T15:32:49.407,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,COTTON  WEED MANAGEMENT ;- ,RECOMMENDED TO SPRAY PYRITHIOBAC SODIUM  250 ML + PROPAQUIZAFOP  250 ML  / 200 LITRES OF WATER PER ACRE ,2025-06-03T09:04:20.527,2025,6
TELANGANA,JOGULAMBA GADWAL,WADDEPALLE,NA,AGRICULTURE,Others,Others,Soil Testing,FARMER ASKED QUERY ON SOIL AND WATER TESTING ,"అఖిల భారత సమగ్ర వ్యవసాయ పద్దతుల పరిశోధన విభాగం ,రాజేంద్రనగర్ , హైదరాబాద్: 9440467091, 040-24017463
FOR SOIL TESTING :9848976765",2025-06-03T11:19:22.29,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Information about farmer ID Registration,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి",2025-06-03T14:29:36.78,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-06T16:34:59.18,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Cultural Practices,Weather report for sowing cotton,"--There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-07T20:04:58.277,2025,6
TELANGANA,JOGULAMBA GADWAL,MALDAKAL,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది . తేలికపాటి జల్లులు నుండి వర్షం పడే అవకాశం ఉంది. ,2025-06-08T09:15:11.547,2025,6
TELANGANA,JOGULAMBA GADWAL,MALDAKAL,NA,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,QUERY ON WEED MANAGEMENT IN PADDY,"RECOMMENDED TO USE PRETILACHLOR + SAFENER (SOFIT) 600 ML PER ACRE 
ప్రిటిలాక్లోర్  + సేఫ్ నర్  (సోఫిట్) 600  మిల్లి లీటర్లు  /20 కిలోల ఇసుకకు  కలిపి 1 ఎకరాలో చల్లుకోవాలి ",2025-06-08T09:57:43.35,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం   కలదు.   
",2025-06-08T18:11:05.413,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,HORTICULTURE,Vegetables,Chillies,Fertilizer Use and Availability,QUERY ON FERTILIZER APPLICATION IN CHILLI,RECOMMENDED TO APPLY NEEM CAKE 10 KG + SSP 150 KG + FYM 60 KG + TRICHODERMA VIRIDAE 2 KG PER ACRE AT THE TIME OF FIELD PREPARATION AS BASAL DOSE,2025-06-09T08:44:06.597,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం ఉంది.
",2025-06-09T12:53:12.73,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN CREDIT CARD,--FOR MORE DETAILS CONTACT YOUR MAO,2025-06-11T14:32:49.65,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,HORTICULTURE,Vegetables,Tomato,Cultural Practices,Excessive growth of stem and less growth of leaves in tomato plant...?,प्रिय कृषक बंधु टमाटर के पौधों को सही तापमान बनाए रखें: पौधे को बहुत अधिक गर्मी या सर्दी से बचाएं। तथा पौधों को सुबह में कुछ समय के लिए धूप में रखें |,2025-06-12T08:24:45.157,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,आपके क्षेत्र में हल्के बादल छाए रहेंगे| बरसात की कोई संभावना नहीं है| आज का अधिकतम तापमान 43 डिग्री सेल्सियस और न्यूनतम तापमान 30 डिग्री सेल्सियस और हवा की गति 15-20 किलोमीटर प्रति घंटा चलने की संभावना है|,2025-06-12T08:43:48.603,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Others,Others,Government Schemes,Information about Beneficiary status of Pradhan Mantri Kisan Samman Nidhi Yojana..?,"श्रीमान जी, आपका प्रधानमंत्री किसान सम्मान निधि योजना का पंजीकरण सही है आपके आधार से लिंक बैंक खाते में भुगतान प्राप्त होगा कृपया प्रतीक्षा करें |",2025-06-12T08:48:39.163,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Post Harvest Preservation,Farmer asked query on Weather," महोदय,  12 जून  से 18 जून   के बीच   बारिश  की संभावना नहीं है   12 जून  से 18 जून   के बीच आंशिक रूप से बादल छाए रहेंगे ।बूंदा-बंदी की संभावना है,आज का न्यूनतम तापमान 36° C और अधिकतम तापमान 43 ° C  है और हवा की गति 7-14 किलोमीटर प्रति घंटा रहने की संभावना है।",2025-06-12T11:18:18.24,2025,6
TELANGANA,JOGULAMBA GADWAL,ALAMPUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weed Management,WEED MANAGEMENT IN COTTON,"--RECOMMENDED TO SPRAY PROPAQUIZAFOP (f) 250 ML/200 LITRES OF WATER /ACRE
ప్రోపక్విజఫాప్ (అజిల్) 250 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(OR)

	  RECOMMENDED TO SPRAY QUIZALOFOP-P-ETHYL (DHANUKA -TARGA SUPER) 400 ML / 200 LT OF WATER 
క్విజలోఫాప్-పి -ఇథైల్ (టర్గా సూపర్) 400  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి",2025-06-13T08:45:10.897,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం పడే అవకాశం ఉంది.,2025-06-13T12:35:17.72,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Weather report for water management in cotton,"There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-13T16:07:10.787,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  

 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.

",2025-06-14T09:39:55.85,2025,6
TELANGANA,JOGULAMBA GADWAL,UNDAVELLY,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.తుంపర, జల్లులు పడే అవకాశం ఉంది.------------- AT NOW &DAY TIME
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.తేలిక పాటి నుండి ఒక మోస్తారుగా వర్షం పడే అవకాశం ఉంది.- EVENING & NIGHT
",2025-06-14T09:41:47.81,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది . వర్షం పడే అవకాశం ఉంది.,2025-06-14T15:33:29.35,2025,6
TELANGANA,JOGULAMBA GADWAL,UNDAVELLY,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం పడే అవకాశం ఉంది.,2025-06-15T07:20:23.497,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.
",2025-06-15T10:35:47.937,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"
CLOUDY WEATHER, THERE IS A CHANCE OF SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం ఉంది.",2025-06-15T16:17:05.673,2025,6
TELANGANA,JOGULAMBA GADWAL,DHARUR,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT FARMER ID REGISTRATION ? ,"FOR MORE DETAILS  ABOUT FARMER REGISTRATION ID CONTACT MANDAL AGRICULTURE EXTENSION OFFICER , DHARUR	9392787990",2025-06-17T08:54:11.747,2025,6
TELANGANA,JOGULAMBA GADWAL,MALDAKAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,COTTON  NUTRIENT MANAGEMENT ;-,RECOMMENDED TO SPRAY NPK 19-19-19 MIXTURE 5 GRAMS  /LITRE OF WATER ,2025-06-17T16:45:54.52,2025,6
TELANGANA,JOGULAMBA GADWAL,MALDAKAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Magnesium deficiency in cotton,"RECOMMENDED TO SPRAY WITH MAGNESIUM SULPHATE 5-10 GRMS PER LITRE WATER (2KG/ACRE)
మెగ్నీషియం సల్ఫేట్ 10 గ్రాములు / లీటరు నీటికి కలిపి వాడాలి(2 కేజీలు ఎకరానికి)
",2025-06-17T16:54:48.42,2025,6
TELANGANA,JOGULAMBA GADWAL,KALOOR THIMMANDODDI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Availability of MTU-1271 seed,"MTU-1271 paddy variety is having 140 days duration with 40 to 45 quintals per acre of yield
MTU-1271 వరి రకం 140 రోజుల వ్యవధిని కలిగి ఉంది, ఎకరానికి 40 నుండి 45 క్వింటాళ్ల దిగుబడిని ఇస్తుంది.
8008311779, 08540228646",2025-06-17T19:45:45.423,2025,6
TELANGANA,JOGULAMBA GADWAL,AIZA,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"
మీ ప్రాంతంలో వాతావరణం మబ్బు లుగా ఉంటుంది ",2025-06-19T11:34:26.367,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
",2025-06-19T19:06:51.933,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-19T20:53:45.403,2025,6
TELANGANA,JOGULAMBA GADWAL,ITIKYAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
తుంపర్లు పడే అవకాశం ఉంది.

",2025-06-20T18:54:45.07,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-22T19:01:48.57,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-22T19:30:12.083,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Weather report for water management in cotton,"మీ ప్రాంతంలో వాతావరణం ఎండ ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 
",2025-06-24T16:29:36.3,2025,6
TELANGANA,JOGULAMBA GADWAL,AIZA,NA,AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,Farmer asked query on Weather,మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది. జల్లులు పడే అవకాశం ఉంది. ,2025-06-25T18:02:29.383,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ABOUT FARMER ID REGISTRATION,"FOR FARMER ID REGISTRATION CONTACT YOUR AGRICULTURAL EXTENSION OFFICER ALONG WITH AADHAR CARD, PATTADHAR PASSBOOK
రైతు గుర్తింపు నమోదు కోసం ఆధార్ కార్డు, పట్టాధార్ పాస్‌బుక్‌తో పాటు మీ వ్యవసాయ విస్తరణ అధికారిని సంప్రదించండి.",2025-06-25T20:51:32.343,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME -ELIGIBILITY ISSUE ,పీఎం కిసాన్ స్కీం కి 2019 ఫిబ్రవరి MONTH ముందు వచ్చిన పాస్ బుక్స్ వున్నా వారికే  ఎలిజిబిలిటీ వున్నది .,2025-06-25T20:52:31.167,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Cereals,Paddy (Dhan),Government Schemes,Information about Farmer ID card,"PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER FOR DETAILS ABOUT THE SCHEME
పథకం గురించిన వివరాల కోసం దయచేసి మీ మండల వ్యవసాయ అధికారిని సంప్రదించండి
",2025-06-26T19:09:06.61,2025,6
TELANGANA,JOGULAMBA GADWAL,RAJOLI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతం లో ఈ రోజు వాతావరణం మబ్బులుగా ఉంటుంది, జల్లులు  పడే అవకాశం ఉంది.",2025-06-27T07:10:50.917,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Others,Others,Varieties,VARIETIES OF REDGRAM?,RECOMMENDED TO CONTACT AFTER SOMETIME TO PROVIDE  THE INFORMATION OF VARIETIES NAME FROM THE FARMER ,2025-06-27T12:10:07.89,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-27T17:10:06.87,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.,2025-06-28T09:31:38.45,2025,6
TELANGANA,JOGULAMBA GADWAL,DHARUR,NA,AGRICULTURE,Others,Others,Government Schemes,farmer asked query on jaikian fertilizer details,please contact mao for more details,2025-06-28T18:03:11.52,2025,6
TELANGANA,JOGULAMBA GADWAL,GHATTU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Water Management	,Farmer asked query on Weather,"
మీ ప్రాంతంలో వాతావరణం మబ్బులుగా ఉంటుంది . తేలికపాటి జల్లులు నుండి వర్షం పడే అవకాశం ఉంది. 
",2025-06-29T15:37:50.227,2025,6
TELANGANA,JOGULAMBA GADWAL,GADWAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,Farmer asked query about cotton seeds?," ప్రాంతీయ వ్యవసాయ పరిశోధనా స్థానం,వరంగల్ ; 9866962634,9652290044",2025-06-30T16:04:52.103,2025,6
TELANGANA,KAMAREDDY,MADNUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ ,మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. ",2025-06-01T14:08:14.623,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Post Harvest Preservation,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-01T19:57:12.27,2025,6
TELANGANA,KAMAREDDY,MADNUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండగా ,మబ్బులుగా ఉంటుంది వర్షం  పడే అవకాశం లేదు ,జల్లులు పడే అవకాశం ఉంది.",2025-06-02T06:45:50.05,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు. 

",2025-06-02T07:10:46.313,2025,6
TELANGANA,KAMAREDDY,JUKKAL,NA,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.,2025-06-02T09:05:48.28,2025,6
TELANGANA,KAMAREDDY,null,NA,AGRICULTURE,Others,Others,Government Schemes,"
Abondoned out call from kisan call centre","ప్రియమైన రైతు మీరు కిసాన్ కాల్ సెంటర్ కాల్ చేయడం గమనించడం జరిగింది. అందుకే మీకు కాల్ చేయడం జరిగింది,మీకు ఏదైనా సమస్య ఉంటే మల్లి తిరిగి 1800-180-1551 కి కాల్ చేయండి.",2025-06-02T12:16:11.663,2025,6
TELANGANA,KAMAREDDY,MADNUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతంలో వాతావరణం ఎండ,మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు. ",2025-06-03T08:55:42.83,2025,6
TELANGANA,KAMAREDDY,LINGAMPET,NA,AGRICULTURE,Cereals,Paddy (Dhan),Training and Exposure Visits,BREEDER SEED DETAILS?,"Breeder seed is used as the primary source for producing foundation seed. It is directly controlled by the plant breeder or institution responsible for the breeding program. Breeder seed ensures the genetic purity required for the subsequent multiplication stages, including foundation seed production, which is then used to produce certified seed. 
RECOMMENDED TO CONTACT ARS RUDRUR:9989625218,9989623830,",2025-06-03T13:43:02.017,2025,6
TELANGANA,KAMAREDDY,MADNUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Weather report for water management in cotton,"There is a chance of light rains in your area
మీ ప్రాంతంలో తేలికపాటి వర్షాలు పడే అవకాశం ఉంది
",2025-06-04T17:18:16.443,2025,6
TELANGANA,KAMAREDDY,BANSWADA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,paddy fertilizer management ;- ,"Recommended to apply urea- 100 kg,dap-1 bag and MOP-30 KG/ACRE",2025-06-04T18:45:22.98,2025,6
TELANGANA,KAMAREDDY,RAMAREDDY,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Water Management	,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది.
",2025-06-05T12:22:53.947,2025,6
TELANGANA,KAMAREDDY,JUKKAL,NA,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,FARMER ASKED QUERY ABOUT REMOVAL OF EXCESSIVE VEGETATIVE GROWTH IN BHINDI,"RECOMMENDED TO REMOVE OLDER AND YELLOW COLOURED LEAVES FROM BOTTOM OF THE PLANT
మొక్క అడుగు భాగం నుండి పాత మరియు పసుపు రంగు ఆకులను తొలగించమని సిఫార్సు చేయబడింది.",2025-06-05T12:29:14.91,2025,6
TELANGANA,KAMAREDDY,0   ,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED QUERY ON STATUS OF 20th INSTALLMENT OF  PM KISAN SAMMAN NIDHI,"20వ PM-KISAN వాయిదా ₹2,000 జూన్ 2025 లో ఎప్పుడైనా అందుతుందని భావిస్తున్నారు",2025-06-05T12:37:34.47,2025,6
TELANGANA,KAMAREDDY,MADNUR,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"
మీ ప్రాంతంలో వాతావరణం ఎండగా ,మబ్బులుగా ఉంటుంది వర్షం  పడే అవకాశం లేదు ,జల్లులు పడే అవకాశం ఉంది. 
",2025-06-05T14:46:07.033,2025,6
TELANGANA,KAMAREDDY,BICHKUNDA,NA,AGRICULTURE,Oilseeds,Soybean (bhat),Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు.,2025-06-05T20:27:04.413,2025,6
TELANGANA,KAMAREDDY,BICHKUNDA,NA,AGRICULTURE,Cereals,Paddy (Dhan),Sowing Time and Weather,QUERY ON SOWING TIME OF PADDY,SOWING TIME OF PADDY IS JUNE  - JULY,2025-06-05T20:28:34.327,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Oilseeds,Soybean (bhat),Cultural Practices,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం లేదు.,2025-06-06T10:50:49.647,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Millets,Maize (Makka),Varieties,FARMER ASKED QUERY ON VARITIES OF MAIZE,"MAIZE -VARIETIES OF MAIZE CROP-కరీంనగర్ మక్క, కరీంనగర్ మక్క 1,డి.హెచ్.యం. 121డి.హెచ్.యం. 119డి.హెచ్.యం. 117",2025-06-07T09:30:55.3,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 

",2025-06-07T19:04:12.857,2025,6
TELANGANA,KAMAREDDY,MACHAREDDY,NA,AGRICULTURE,Vegetables,Tomato,	Water Management	,Farmer asked query on Weather,మీ ప్రాంతములో  వాతావరణం ఎండా మబ్బులుగా ఉంటుంది. వర్షం  పడే అవకాశం లేదు.,2025-06-08T07:10:17.587,2025,6
TELANGANA,KAMAREDDY,PEDDA KONDAPGAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"
CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 
",2025-06-08T14:40:48.493,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-08T18:50:13.5,2025,6
TELANGANA,KAMAREDDY,GANDHARI,NA,AGRICULTURE,Millets,Maize (Makka),Weather,Farmer asked query on Weather,"CLOUDY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.వర్షం  పడే అవకాశం లేదు.
",2025-06-08T21:32:19.673,2025,6
TELANGANA,KAMAREDDY,MACHAREDDY,NA,AGRICULTURE,Vegetables,Tomato,Weather,Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం కలదు. 
",2025-06-09T06:41:05.64,2025,6
TELANGANA,KAMAREDDY,PEDDA KONDAPGAL,NA,AGRICULTURE,Fiber Crops,Cotton (Kapas),Weather,Farmer asked query on Weather,"
CLOUDY WEATHER, THERE IS A CHANCE OF  SHOWERS IN YOUR AREA  
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది.జల్లులు పడే అవకాశం ఉంది. 
",2025-06-09T17:55:02.867,2025,6
